,asr_transcript,uniqueId
2506,James crichton language ,eBQAWmMg4gsLYLLa-c4611200451011e995397f047cfe24d1
2507,Earned it up ,eBQAWmMg4gsLYLLa-c46e1c40450e11e995397f047cfe24d1
2508,Bath ,eBQAWmMg4gsLYLLa-c6422050450b11e995397f047cfe24d1
2509,Don't be lambourne ,eBQAWmMg4gsLYLLa-c6857240450811e995397f047cfe24d1
2510,Open language sittings ,eBQAWmMg4gsLYLLa-c74d5c80451011e995397f047cfe24d1
2511,He gave the hate anything about them ,eBQAWmMg4gsLYLLa-c7554130450f11e995397f047cfe24d1
2512,When i pay newspaper ,eBQAWmMg4gsLYLLa-c76a4210450a11e995397f047cfe24d1
2513,Make it colder ,eBQAWmMg4gsLYLLa-c7771680450e11e995397f047cfe24d1
2514,Lampon ,eBQAWmMg4gsLYLLa-c8c995e0450811e995397f047cfe24d1
2515,When the light ,eBQAWmMg4gsLYLLa-c8f4e440450b11e995397f047cfe24d1
2516,The louder ,eBQAWmMg4gsLYLLa-c9f95490450e11e995397f047cfe24d1
2517,Said the land gauge ,eBQAWmMg4gsLYLLa-ca1d9380451011e995397f047cfe24d1
2518,Make a cooler ,eBQAWmMg4gsLYLLa-ca64a410450f11e995397f047cfe24d1
2519,You've been in europe ,eBQAWmMg4gsLYLLa-ca90fd80450a11e995397f047cfe24d1
2520,Throughout the land ,eBQAWmMg4gsLYLLa-cb2930c0450811e995397f047cfe24d1
2521,Make it harder ,eBQAWmMg4gsLYLLa-cb5d91c0450911e995397f047cfe24d1
2522,While the mac ,eBQAWmMg4gsLYLLa-ccb16fb0450e11e995397f047cfe24d1
2523,I wish fittings ,eBQAWmMg4gsLYLLa-ccfdf720451011e995397f047cfe24d1
2524,If heat ,eBQAWmMg4gsLYLLa-cd12ad10450f11e995397f047cfe24d1
2525,I am the lamp off ,eBQAWmMg4gsLYLLa-cdee6b40450811e995397f047cfe24d1
2526,More heat ,eBQAWmMg4gsLYLLa-ce657a90450911e995397f047cfe24d1
2527,We are a belief ,eBQAWmMg4gsLYLLa-cfa7cc50450e11e995397f047cfe24d1
2528,Said mangles the chains ,eBQAWmMg4gsLYLLa-cfea1a90451011e995397f047cfe24d1
2529,He'd know ,eBQAWmMg4gsLYLLa-d00e87f0450f11e995397f047cfe24d1
2530,He got the lamp ,eBQAWmMg4gsLYLLa-d07d0560450811e995397f047cfe24d1
2531,Heaped up ,eBQAWmMg4gsLYLLa-d0b49ab0450911e995397f047cfe24d1
2532,It is pap ,eBQAWmMg4gsLYLLa-d27986c0450a11e995397f047cfe24d1
2533,Enrico eyeing him ,eBQAWmMg4gsLYLLa-d2b77d50450e11e995397f047cfe24d1
2534,Then mister jones ,eBQAWmMg4gsLYLLa-d2bb14e0451011e995397f047cfe24d1
2535,Lamp off ,eBQAWmMg4gsLYLLa-d3013f40450811e995397f047cfe24d1
2536,Dickens with embrasure ,eBQAWmMg4gsLYLLa-d315fb90450f11e995397f047cfe24d1
2537,Bernard the damage in the kitchen ,eBQAWmMg4gsLYLLa-d3d64d10450911e995397f047cfe24d1
2538,Not delight ,eBQAWmMg4gsLYLLa-d3d68940450b11e995397f047cfe24d1
2539,Fits the light on ,eBQAWmMg4gsLYLLa-d57b8e10450811e995397f047cfe24d1
2540,Said languished courtiers ,eBQAWmMg4gsLYLLa-d5970bb0451011e995397f047cfe24d1
2541,They gave the heathen ,eBQAWmMg4gsLYLLa-d5d3bc00450f11e995397f047cfe24d1
2542,Then gave a sound lion ,eBQAWmMg4gsLYLLa-d5e11ef0450e11e995397f047cfe24d1
2543,Done the gettin down bridge it up ,eBQAWmMg4gsLYLLa-d725ed40450911e995397f047cfe24d1
2544,Don't nanda proclaimed that ,eBQAWmMg4gsLYLLa-d872d510450811e995397f047cfe24d1
2545,Said langrish jane leash ,eBQAWmMg4gsLYLLa-d89cf8b0451011e995397f047cfe24d1
2546,I knew wine ,eBQAWmMg4gsLYLLa-d9025c20450e11e995397f047cfe24d1
2547,Clearly cleaves the hating ,eBQAWmMg4gsLYLLa-d94981d0450f11e995397f047cfe24d1
2548,He gazed at them better in the kitchen ,eBQAWmMg4gsLYLLa-da61de60450911e995397f047cfe24d1
2549,Said grandet returned night ,eBQAWmMg4gsLYLLa-db29dec0450811e995397f047cfe24d1
2550,Pitt becuz pap ,eBQAWmMg4gsLYLLa-dbba4d00450a11e995397f047cfe24d1
2551,Said minnie rise to chains ,eBQAWmMg4gsLYLLa-dc0be0b0451011e995397f047cfe24d1
2552,In gives the sound ,eBQAWmMg4gsLYLLa-dc0d2b20450e11e995397f047cfe24d1
2553,Cooney cleaves the heeding blue ,eBQAWmMg4gsLYLLa-dd565780450f11e995397f047cfe24d1
2554,He never heeding a nugget yo ,eBQAWmMg4gsLYLLa-ddb91fb0450911e995397f047cfe24d1
2555,Donald latent deputy ,eBQAWmMg4gsLYLLa-de8edbb0450811e995397f047cfe24d1
2556,The louder horn ,eBQAWmMg4gsLYLLa-ded99190450e11e995397f047cfe24d1
2557,He's apt yacht ,eBQAWmMg4gsLYLLa-df0f6b70450a11e995397f047cfe24d1
2558,Turned on the then led her in the gaiters ,eBQAWmMg4gsLYLLa-e0ceb560450f11e995397f047cfe24d1
2559,Done on the heat in the kitchen ,eBQAWmMg4gsLYLLa-e0ed96c0450911e995397f047cfe24d1
2560,Changing lang name ,eBQAWmMg4gsLYLLa-e174dd40450b11e995397f047cfe24d1
2561,Sir john the lights in the kitchen ,eBQAWmMg4gsLYLLa-e1a9d750450811e995397f047cfe24d1
2562,O k whilst miss emory languish chains ,eBQAWmMg4gsLYLLa-e2ff0d70451011e995397f047cfe24d1
2563,Don't made up in the patron ,eBQAWmMg4gsLYLLa-e43a29b0450911e995397f047cfe24d1
2564,Light taunting the kitchen ,eBQAWmMg4gsLYLLa-e48e80b0450811e995397f047cfe24d1
2565,Cone that began doublet and come ,eBQAWmMg4gsLYLLa-e4b1bbf0450f11e995397f047cfe24d1
2566,Run and use nic ,eBQAWmMg4gsLYLLa-e4bb7cc0450b11e995397f047cfe24d1
2567,I can to hear them ,eBQAWmMg4gsLYLLa-e538e2c0450e11e995397f047cfe24d1
2568,Gar'ner bud from thy tom ,eBQAWmMg4gsLYLLa-e5719b70450d11e995397f047cfe24d1
2569,Making some too ,eBQAWmMg4gsLYLLa-e5776f30450a11e995397f047cfe24d1
2570,Kitchen hater ,eBQAWmMg4gsLYLLa-e6b42a60450911e995397f047cfe24d1
2571,Get em right on ,eBQAWmMg4gsLYLLa-e705c240450811e995397f047cfe24d1
2572,It's hume ,eBQAWmMg4gsLYLLa-e780de50450b11e995397f047cfe24d1
2573,O k nothing submarine language what are one ,eBQAWmMg4gsLYLLa-e7f5f500451011e995397f047cfe24d1
2574,To warn the haven the kitchen ,eBQAWmMg4gsLYLLa-e80ea290450f11e995397f047cfe24d1
2575,Good gripe ,eBQAWmMg4gsLYLLa-e92ba0c0450e11e995397f047cfe24d1
2576,When in dues ,eBQAWmMg4gsLYLLa-e92c87f0450a11e995397f047cfe24d1
2577,Colonel madame pretender by dome ,eBQAWmMg4gsLYLLa-e9a81600450911e995397f047cfe24d1
2578,Put down the line to light ,eBQAWmMg4gsLYLLa-e9a90390450d11e995397f047cfe24d1
2579,Switched the peach on thy tongue ,eBQAWmMg4gsLYLLa-e9e2f190450811e995397f047cfe24d1
2580,Run him down ,eBQAWmMg4gsLYLLa-ea55a930450b11e995397f047cfe24d1
2581,How came mostly the name languished accordion ,eBQAWmMg4gsLYLLa-ebc21830451011e995397f047cfe24d1
2582,Go get me some news ,eBQAWmMg4gsLYLLa-ec6b5f40450a11e995397f047cfe24d1
2583,Then the perchance thy tom ,eBQAWmMg4gsLYLLa-ec7905c0450811e995397f047cfe24d1
2584,During the lighten ,eBQAWmMg4gsLYLLa-ece7ecd0450b11e995397f047cfe24d1
2585,Gang but ambulatory never do ,eBQAWmMg4gsLYLLa-ece95e50450911e995397f047cfe24d1
2586,Then the hang down the kitchen ,eBQAWmMg4gsLYLLa-ecef1bf0450f11e995397f047cfe24d1
2587,Bad tawny nabob tombs ,eBQAWmMg4gsLYLLa-edd59640450d11e995397f047cfe24d1
2588,That stroke quack ,eBQAWmMg4gsLYLLa-ef7ce830450e11e995397f047cfe24d1
2589,How gay was this the mainland became lish ,eBQAWmMg4gsLYLLa-ef98c2b0451011e995397f047cfe24d1
2590,Damn undone lightened the banker ,eBQAWmMg4gsLYLLa-efb17470450811e995397f047cfe24d1
2591,Tripped on the night ,eBQAWmMg4gsLYLLa-efca2530450b11e995397f047cfe24d1
2592,Bring me my thoughts ,eBQAWmMg4gsLYLLa-f0e9bb70450a11e995397f047cfe24d1
2593,He can eat brown ,eBQAWmMg4gsLYLLa-f1388570450f11e995397f047cfe24d1
2594,Dona by domain ,eBQAWmMg4gsLYLLa-f2170d50450911e995397f047cfe24d1
2595,I'd song ,eBQAWmMg4gsLYLLa-f2a57fc0450b11e995397f047cfe24d1
2596,Don't the bent on thy tongue ,eBQAWmMg4gsLYLLa-f2c9b0f0450811e995397f047cfe24d1
2597,My from thy tom ,eBQAWmMg4gsLYLLa-f3e0d400450d11e995397f047cfe24d1
2598,It may horns rand's detained ,eBQAWmMg4gsLYLLa-f3e49d30451011e995397f047cfe24d1
2599,They gazed at a later in the kitchen ,eBQAWmMg4gsLYLLa-f511ef10450f11e995397f047cfe24d1
2600,Fifty copyright ,eBQAWmMg4gsLYLLa-f56785f0450b11e995397f047cfe24d1
2601,Switch on the lights in the bedroom ,eBQAWmMg4gsLYLLa-f5a83fd0450811e995397f047cfe24d1
2602,It's right off ,eBQAWmMg4gsLYLLa-f6e4c530450d11e995397f047cfe24d1
2603,He gives an ambition to bedroom ,eBQAWmMg4gsLYLLa-f6f05ac0450911e995397f047cfe24d1
2604,Take newfoundland mystery gentleman ,eBQAWmMg4gsLYLLa-f71bfa70451011e995397f047cfe24d1
2605,Flat or quiet ,eBQAWmMg4gsLYLLa-f783a7d0450e11e995397f047cfe24d1
2606,And i turf ,eBQAWmMg4gsLYLLa-f81ae620450b11e995397f047cfe24d1
2607,So as to make a light tom ,eBQAWmMg4gsLYLLa-f8ac5810450811e995397f047cfe24d1
2608,English or hiding in the by too ,eBQAWmMg4gsLYLLa-f9c0b8d0450911e995397f047cfe24d1
2609,If you from clang used to call the inn ,eBQAWmMg4gsLYLLa-fa6a6220451011e995397f047cfe24d1
2610,Later on in the bedroom ,eBQAWmMg4gsLYLLa-fb37e4f0450811e995397f047cfe24d1
2611,Right off ,eBQAWmMg4gsLYLLa-fb8cb450450b11e995397f047cfe24d1
2612,Darned orphaned and bridger ,eBQAWmMg4gsLYLLa-fc371000450911e995397f047cfe24d1
2613,They greet the hated in the kitchen ,eBQAWmMg4gsLYLLa-fcc314a0450f11e995397f047cfe24d1
2614,Then the founder ,eBQAWmMg4gsLYLLa-fd1a03b0450e11e995397f047cfe24d1
2615,Bend all my time ,eBQAWmMg4gsLYLLa-fdc4d160450811e995397f047cfe24d1
2616,Certainly won't language to english ,eBQAWmMg4gsLYLLa-fde38350451011e995397f047cfe24d1
2617,I know that the general ,eBQAWmMg4gsLYLLa-fe26d540450d11e995397f047cfe24d1
2618,And i thought ,eBQAWmMg4gsLYLLa-fe29e9e0450a11e995397f047cfe24d1
2619,Don't let em picked up in awash ,eBQAWmMg4gsLYLLa-fefe9470450911e995397f047cfe24d1
2620,When em up ,eBQAWmMg4gsLYLLa-feffbb00450b11e995397f047cfe24d1
2621,More heat ,mj4BWeRbp7ildyB9d-011dd9e0452911e9a8438db76f4b5e29
2622,Throwing the lamp one ,mj4BWeRbp7ildyB9d-0122d860452811e9a8438db76f4b5e29
2623,They crease they heating ,mj4BWeRbp7ildyB9d-0176e7a0452f11e9b1e4e5985dca719e
2624,Better my thorpe ,mj4BWeRbp7ildyB9d-01ca2d30452e11e9b1e4e5985dca719e
2625,Turn on the kitchen lights ,mj4BWeRbp7ildyB9d-01d3aa70452b11e9a8438db76f4b5e29
2626,Bring jewess ,mj4BWeRbp7ildyB9d-0227da60452a11e9a8438db76f4b5e29
2627,Lampon ,mj4BWeRbp7ildyB9d-03364f10452811e9a8438db76f4b5e29
2628,Heave up ,mj4BWeRbp7ildyB9d-036a3ae0452911e9a8438db76f4b5e29
2629,Could you decrease the heating ,mj4BWeRbp7ildyB9d-04328530452f11e9b1e4e5985dca719e
2630,Turn off the washroom lights ,mj4BWeRbp7ildyB9d-04a75c80452e11e9b1e4e5985dca719e
2631,Go get me some years ,mj4BWeRbp7ildyB9d-052f26f0452a11e9a8438db76f4b5e29
2632,Switch on the kitchen lights ,mj4BWeRbp7ildyB9d-05317b70452b11e9a8438db76f4b5e29
2633,Turn off the lamp ,mj4BWeRbp7ildyB9d-059bdd60452811e9a8438db76f4b5e29
2634,Turn up the temperature in the kitchen ,mj4BWeRbp7ildyB9d-071b0de0452911e9a8438db76f4b5e29
2635,Pretty decrease the hating plays ,mj4BWeRbp7ildyB9d-071d9730452f11e9b1e4e5985dca719e
2636,Bring me my socks ,mj4BWeRbp7ildyB9d-07ebd5f0452a11e9a8438db76f4b5e29
2637,Turn the lamp op ,mj4BWeRbp7ildyB9d-07fb9f50452811e9a8438db76f4b5e29
2638,Which all the washroom mites ,mj4BWeRbp7ildyB9d-0800e7c0452e11e9b1e4e5985dca719e
2639,Turned the light thorn in the kitchen ,mj4BWeRbp7ildyB9d-08bfab40452b11e9a8438db76f4b5e29
2640,Turn down the temperature in the kitchen ,mj4BWeRbp7ildyB9d-09d51610452f11e9b1e4e5985dca719e
2641,Give me my socks ,mj4BWeRbp7ildyB9d-0a4e08e0452a11e9a8438db76f4b5e29
2642,Turn the kitchen tempered europe ,mj4BWeRbp7ildyB9d-0a722820452911e9a8438db76f4b5e29
2643,Why it's all up and the wash room ,mj4BWeRbp7ildyB9d-0a79aff0452e11e9b1e4e5985dca719e
2644,With all the lamp ,mj4BWeRbp7ildyB9d-0a8aaea0452811e9a8438db76f4b5e29
2645,Bring socks ,mj4BWeRbp7ildyB9d-0ca00f30452a11e9a8438db76f4b5e29
2646,Turn the kitchen temperature down ,mj4BWeRbp7ildyB9d-0ca6fac0452f11e9b1e4e5985dca719e
2647,My ump op ,mj4BWeRbp7ildyB9d-0cd90b70452811e9a8438db76f4b5e29
2648,Which on the lights in the kitchen ,mj4BWeRbp7ildyB9d-0cdf6cb0452b11e9a8438db76f4b5e29
2649,Washroom lights op ,mj4BWeRbp7ildyB9d-0cf892a0452e11e9b1e4e5985dca719e
2650,Increase the temperature in the kitchen ,mj4BWeRbp7ildyB9d-0d663ad0452911e9a8438db76f4b5e29
2651,Turn down the heat in the kitchen ,mj4BWeRbp7ildyB9d-0f15b0d0452f11e9b1e4e5985dca719e
2652,Bring my socks ,mj4BWeRbp7ildyB9d-0f29a040452a11e9a8438db76f4b5e29
2653,Term volume up ,mj4BWeRbp7ildyB9d-0f556e60452e11e9b1e4e5985dca719e
2654,Sweats the alights on ,mj4BWeRbp7ildyB9d-0fa0de00452811e9a8438db76f4b5e29
2655,Why it's on em a kitchen ,mj4BWeRbp7ildyB9d-0fc156f0452b11e9a8438db76f4b5e29
2656,Increase they heating in the kitchen ,mj4BWeRbp7ildyB9d-10b58ce0452911e9a8438db76f4b5e29
2657,Turn sound up ,mj4BWeRbp7ildyB9d-11c84320452e11e9b1e4e5985dca719e
2658,Turn the he'd down in the kitchen ,mj4BWeRbp7ildyB9d-11dd3540452f11e9b1e4e5985dca719e
2659,Kitchen lights on ,mj4BWeRbp7ildyB9d-1240aed0452b11e9a8438db76f4b5e29
2660,Go get me my socks ,mj4BWeRbp7ildyB9d-126a2540452a11e9a8438db76f4b5e29
2661,Colonel on the katherine lights ,mj4BWeRbp7ildyB9d-12800920452811e9a8438db76f4b5e29
2662,Thrown up the heat in the kitchen ,mj4BWeRbp7ildyB9d-134649e0452911e9a8438db76f4b5e29
2663,Turn it up ,mj4BWeRbp7ildyB9d-1416c700452e11e9b1e4e5985dca719e
2664,Catherine he down ,mj4BWeRbp7ildyB9d-14500a00452f11e9b1e4e5985dca719e
2665,Fetch my socks ,mj4BWeRbp7ildyB9d-14f89850452a11e9a8438db76f4b5e29
2666,What's the kitchen on my thorn ,mj4BWeRbp7ildyB9d-15185fe0452b11e9a8438db76f4b5e29
2667,Sweater on the kidron lights ,mj4BWeRbp7ildyB9d-15b6ca20452811e9a8438db76f4b5e29
2668,Turn the heat of the kitchen ,mj4BWeRbp7ildyB9d-15d72df0452911e9a8438db76f4b5e29
2669,Make a louder ,mj4BWeRbp7ildyB9d-16694280452e11e9b1e4e5985dca719e
2670,Decrease the temperature in the kitchen ,mj4BWeRbp7ildyB9d-17509fd0452f11e9b1e4e5985dca719e
2671,Bring me my shoes ,mj4BWeRbp7ildyB9d-1785d2e0452a11e9a8438db76f4b5e29
2672,Turn the kit for my thorn ,mj4BWeRbp7ildyB9d-17d9c9d0452b11e9a8438db76f4b5e29
2673,Kitchen he'd up ,mj4BWeRbp7ildyB9d-18347ee0452911e9a8438db76f4b5e29
2674,Louder ,mj4BWeRbp7ildyB9d-184db9f0452e11e9b1e4e5985dca719e
2675,Turn the lights on in the kitchen ,mj4BWeRbp7ildyB9d-18efae00452811e9a8438db76f4b5e29
2676,Give me my hearers ,mj4BWeRbp7ildyB9d-1a2758c0452a11e9a8438db76f4b5e29
2677,Decrease the heating in the kitchen ,mj4BWeRbp7ildyB9d-1a2f2eb0452f11e9b1e4e5985dca719e
2678,Why you max ,mj4BWeRbp7ildyB9d-1abe44c0452e11e9b1e4e5985dca719e
2679,Turn up the temperature in the bedroom ,mj4BWeRbp7ildyB9d-1afa2e90452911e9a8438db76f4b5e29
2680,Sweater on the lights in the kitchen ,mj4BWeRbp7ildyB9d-1c750430452811e9a8438db76f4b5e29
2681,Bring shears ,mj4BWeRbp7ildyB9d-1c94d650452a11e9a8438db76f4b5e29
2682,Louder please ,mj4BWeRbp7ildyB9d-1ce7b470452e11e9b1e4e5985dca719e
2683,Turned down the temperature in the veteran ,mj4BWeRbp7ildyB9d-1d9e64d0452f11e9b1e4e5985dca719e
2684,Turn the temperature in the bedroom up ,mj4BWeRbp7ildyB9d-1e45b010452911e9a8438db76f4b5e29
2685,Bring my shoes ,mj4BWeRbp7ildyB9d-1f049dd0452a11e9a8438db76f4b5e29
2686,Why it's all one in the kitchen ,mj4BWeRbp7ildyB9d-1f2445b0452811e9a8438db76f4b5e29
2687,Increase the volumes ,mj4BWeRbp7ildyB9d-1f72a510452e11e9b1e4e5985dca719e
2688,Turn up the bedroom heap ,mj4BWeRbp7ildyB9d-20ee61e0452911e9a8438db76f4b5e29
2689,Turn the temperature in the bedroom down ,mj4BWeRbp7ildyB9d-21677ac0452f11e9b1e4e5985dca719e
2690,Kitchen lights on ,mj4BWeRbp7ildyB9d-21c6b5f0452811e9a8438db76f4b5e29
2691,Go get me my shoes ,mj4BWeRbp7ildyB9d-2207f2c0452a11e9a8438db76f4b5e29
2692,Increase the sound by you ,mj4BWeRbp7ildyB9d-222d3130452e11e9b1e4e5985dca719e
2693,Turn the bedroom heat up ,mj4BWeRbp7ildyB9d-23ee5b70452911e9a8438db76f4b5e29
2694,I need volume ,mj4BWeRbp7ildyB9d-248ea0d0452e11e9b1e4e5985dca719e
2695,Switched the catch her lights are one ,mj4BWeRbp7ildyB9d-249bf600452811e9a8438db76f4b5e29
2696,Fetch my shoes ,mj4BWeRbp7ildyB9d-2530aa00452a11e9a8438db76f4b5e29
2697,Bedroom heat up ,mj4BWeRbp7ildyB9d-2645b8f0452911e9a8438db76f4b5e29
2698,Turn the veterum he'd down ,mj4BWeRbp7ildyB9d-26c4ec50452f11e9b1e4e5985dca719e
2699,Turn the kitchen lights olwen ,mj4BWeRbp7ildyB9d-27548650452811e9a8438db76f4b5e29
2700,Increase the sound ,mj4BWeRbp7ildyB9d-2760fab0452e11e9b1e4e5985dca719e
2701,Allow a dipper in language ,mj4BWeRbp7ildyB9d-28b7d4f0452a11e9a8438db76f4b5e29
2702,Increase the temperature in the bedroom ,mj4BWeRbp7ildyB9d-29199970452911e9a8438db76f4b5e29
2703,Bedroom he'd down ,mj4BWeRbp7ildyB9d-296cb3c0452f11e9b1e4e5985dca719e
2704,Louder phone ,mj4BWeRbp7ildyB9d-29b7e300452e11e9b1e4e5985dca719e
2705,Turn on the lights and the bedroom ,mj4BWeRbp7ildyB9d-2a857af0452811e9a8438db76f4b5e29
2706,Here's a different language ,mj4BWeRbp7ildyB9d-2ba705a0452a11e9a8438db76f4b5e29
2707,Decrease the temperature in the bedroom ,mj4BWeRbp7ildyB9d-2c0f9930452f11e9b1e4e5985dca719e
2708,I can hear that ,mj4BWeRbp7ildyB9d-2c1226b0452e11e9b1e4e5985dca719e
2709,Increase the heating in the veteran ,mj4BWeRbp7ildyB9d-2c2d4210452911e9a8438db76f4b5e29
2710,Turn the better might swollen ,mj4BWeRbp7ildyB9d-2d3c3680452811e9a8438db76f4b5e29
2711,To quiet ,mj4BWeRbp7ildyB9d-2e3777b0452e11e9b1e4e5985dca719e
2712,Decrease the heating in the bedroom ,mj4BWeRbp7ildyB9d-2eed8bd0452f11e9b1e4e5985dca719e
2713,Changed the language ,mj4BWeRbp7ildyB9d-2f01c960452a11e9a8438db76f4b5e29
2714,Turn up the washroom temperature ,mj4BWeRbp7ildyB9d-2f0c4620452911e9a8438db76f4b5e29
2715,Sweater on the lights and the bedroom ,mj4BWeRbp7ildyB9d-2ffdc780452811e9a8438db76f4b5e29
2716,That's too quiet ,mj4BWeRbp7ildyB9d-31098370452e11e9b1e4e5985dca719e
2717,Turned down the washroom temperature ,mj4BWeRbp7ildyB9d-319af890452f11e9b1e4e5985dca719e
2718,Switched the language ,mj4BWeRbp7ildyB9d-31e190c0452a11e9a8438db76f4b5e29
2719,Turn the temperature up in the wash room ,mj4BWeRbp7ildyB9d-320b5550452911e9a8438db76f4b5e29
2720,Sweat the bedroom might solon ,mj4BWeRbp7ildyB9d-32f05390452811e9a8438db76f4b5e29
2721,Far too quiet ,mj4BWeRbp7ildyB9d-341dc850452e11e9b1e4e5985dca719e
2722,Switch language ,mj4BWeRbp7ildyB9d-348efd80452a11e9a8438db76f4b5e29
2723,Turn the temperature down on the wash room ,mj4BWeRbp7ildyB9d-34b13940452f11e9b1e4e5985dca719e
2724,Turn up ahin the washroom ,mj4BWeRbp7ildyB9d-34e0bc70452911e9a8438db76f4b5e29
2725,White so on and the better em ,mj4BWeRbp7ildyB9d-360338e0452811e9a8438db76f4b5e29
2726,Turn the sound up ,mj4BWeRbp7ildyB9d-36c2f7b0452e11e9b1e4e5985dca719e
2727,Sweaty languidly lap ,mj4BWeRbp7ildyB9d-374d0c10452a11e9a8438db76f4b5e29
2728,Turn the heat up in the washroom ,mj4BWeRbp7ildyB9d-37a77d90452911e9a8438db76f4b5e29
2729,Feathering wives on ,mj4BWeRbp7ildyB9d-384560b0452811e9a8438db76f4b5e29
2730,Turn down the heat in the washroom ,mj4BWeRbp7ildyB9d-39300aa0452f11e9b1e4e5985dca719e
2731,Washroom he'd up ,mj4BWeRbp7ildyB9d-3a3f8d90452911e9a8438db76f4b5e29
2732,I need to hear this increase the volume ,mj4BWeRbp7ildyB9d-3a48ea20452e11e9b1e4e5985dca719e
2733,Changed system language ,mj4BWeRbp7ildyB9d-3a866520452a11e9a8438db76f4b5e29
2734,Turn on the water and lights ,mj4BWeRbp7ildyB9d-3b542750452811e9a8438db76f4b5e29
2735,Turn the he'd down in the washroom ,mj4BWeRbp7ildyB9d-3bee4040452f11e9b1e4e5985dca719e
2736,Increase the temperature in the watch rome ,mj4BWeRbp7ildyB9d-3d692f30452911e9a8438db76f4b5e29
2737,I couldn't hear anything turn up the lion ,mj4BWeRbp7ildyB9d-3e00c200452e11e9b1e4e5985dca719e
2738,Open language settings ,mj4BWeRbp7ildyB9d-3e80eb50452a11e9a8438db76f4b5e29
2739,Decrease the temperature in the washroom ,mj4BWeRbp7ildyB9d-3ee909b0452f11e9b1e4e5985dca719e
2740,Increase the heating in the washroom ,mj4BWeRbp7ildyB9d-4047be10452911e9a8438db76f4b5e29
2741,Said the language ,mj4BWeRbp7ildyB9d-4132c4e0452a11e9a8438db76f4b5e29
2742,Whether on the water and lights ,mj4BWeRbp7ildyB9d-41989d80452811e9a8438db76f4b5e29
2743,They creased the heating in the washroom ,mj4BWeRbp7ildyB9d-41e97870452f11e9b1e4e5985dca719e
2744,This video soundless too low turn up the volume ,mj4BWeRbp7ildyB9d-41f3f530452e11e9b1e4e5985dca719e
2745,Turn up the bathroom temperature ,mj4BWeRbp7ildyB9d-431b2960452911e9a8438db76f4b5e29
2746,Language settings ,mj4BWeRbp7ildyB9d-43d86970452a11e9a8438db76f4b5e29
2747,Washroom heat down ,mj4BWeRbp7ildyB9d-444a99f0452f11e9b1e4e5985dca719e
2748,Why it's on in the wash room ,mj4BWeRbp7ildyB9d-44ba76f0452811e9a8438db76f4b5e29
2749,Decrease volume ,mj4BWeRbp7ildyB9d-45018350452e11e9b1e4e5985dca719e
2750,Said language to chinese ,mj4BWeRbp7ildyB9d-473b4380452a11e9a8438db76f4b5e29
2751,Turned down the bathroom temperature ,mj4BWeRbp7ildyB9d-474a9380452f11e9b1e4e5985dca719e
2752,Turn the temperature up in the bathroom ,mj4BWeRbp7ildyB9d-47548d50452911e9a8438db76f4b5e29
2753,Washroom white thorn ,mj4BWeRbp7ildyB9d-477d6780452811e9a8438db76f4b5e29
2754,Term volume down ,mj4BWeRbp7ildyB9d-47885540452e11e9b1e4e5985dca719e
2755,Turn sound down ,mj4BWeRbp7ildyB9d-49e5f450452e11e9b1e4e5985dca719e
2756,Said language the german ,mj4BWeRbp7ildyB9d-4a36f750452a11e9a8438db76f4b5e29
2757,Turning the temperature down on the bathroom ,mj4BWeRbp7ildyB9d-4a481c10452f11e9b1e4e5985dca719e
2758,Turn up ahin the bathroom ,mj4BWeRbp7ildyB9d-4a49ff90452911e9a8438db76f4b5e29
2759,Turn on the vapour mites ,mj4BWeRbp7ildyB9d-4a4f7340452811e9a8438db76f4b5e29
2760,Decrease haughtier volume ,mj4BWeRbp7ildyB9d-4cca76a0452e11e9b1e4e5985dca719e
2761,Turned down the heat of at rome ,mj4BWeRbp7ildyB9d-4cdd1ed0452f11e9b1e4e5985dca719e
2762,Sir and the heat up in the bathroom ,mj4BWeRbp7ildyB9d-4d0b9090452911e9a8438db76f4b5e29
2763,Turn the back of my thorn ,mj4BWeRbp7ildyB9d-4d204680452811e9a8438db76f4b5e29
2764,Said language to koran ,mj4BWeRbp7ildyB9d-4dc61180452a11e9a8438db76f4b5e29
2765,Turn the he'd down in the bathroom ,mj4BWeRbp7ildyB9d-4fce7260452f11e9b1e4e5985dca719e
2766,Reduce audio volume ,mj4BWeRbp7ildyB9d-4fdb1200452e11e9b1e4e5985dca719e
2767,Sweater on the balcom lights ,mj4BWeRbp7ildyB9d-50084b40452811e9a8438db76f4b5e29
2768,Switched on the washroom lights ,mj4BWeRbp7ildyB9d-50b46cf0452c11e9b1e4e5985dca719e
2769,Said language day english ,mj4BWeRbp7ildyB9d-51a21330452a11e9a8438db76f4b5e29
2770,Turn it down ,mj4BWeRbp7ildyB9d-521ff8f0452e11e9b1e4e5985dca719e
2771,Increase the temperature in the bathroom ,mj4BWeRbp7ildyB9d-523f3300452911e9a8438db76f4b5e29
2772,Why it's on in the bathroom ,mj4BWeRbp7ildyB9d-52702380452811e9a8438db76f4b5e29
2773,Decrease the temperature in the bathroom ,mj4BWeRbp7ildyB9d-52ac16e0452f11e9b1e4e5985dca719e
2774,Waits on the watch room ,mj4BWeRbp7ildyB9d-5368b780452c11e9b1e4e5985dca719e
2775,Quieter ,mj4BWeRbp7ildyB9d-545c0640452e11e9b1e4e5985dca719e
